fecha,mes,anio,linea,estacion,tipo_pago,afluencia,temporal_fecha,..anio_fecha
2024-06-01,Junio,2024,Linea 1,Pantitlán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Pantitlán,Prepago,21984,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Pantitlán,Gratuidad,3112,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Zaragoza,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Zaragoza,Prepago,14523,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Zaragoza,Gratuidad,3257,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Gómez Farías,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Gómez Farías,Prepago,11951,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Gómez Farías,Gratuidad,2256,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Boulevard Puerto Aéreo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Boulevard Puerto Aéreo,Prepago,9835,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Boulevard Puerto Aéreo,Gratuidad,2381,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balbuena,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balbuena,Prepago,4068,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balbuena,Gratuidad,1118,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Moctezuma,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Moctezuma,Prepago,9475,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Moctezuma,Gratuidad,2648,2024-06,2024
2024-06-01,Junio,2024,Linea 1,San Lázaro,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,San Lázaro,Prepago,9789,2024-06,2024
2024-06-01,Junio,2024,Linea 1,San Lázaro,Gratuidad,2079,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Candelaria,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Candelaria,Prepago,13568,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Candelaria,Gratuidad,2584,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Merced,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Merced,Prepago,23606,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Merced,Gratuidad,6327,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Pino Suárez,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Pino Suárez,Prepago,23388,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Pino Suárez,Gratuidad,5609,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Isabel la Católica,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Isabel la Católica,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Isabel la Católica,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Salto del Agua,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Salto del Agua,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Salto del Agua,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balderas,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balderas,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Balderas,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Cuauhtémoc,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Cuauhtémoc,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Cuauhtémoc,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Insurgentes,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Insurgentes,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Insurgentes,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Sevilla,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Sevilla,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Sevilla,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Chapultepec,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Chapultepec,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Chapultepec,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Juanacatlán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Juanacatlán,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Juanacatlán,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Tacubaya,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Tacubaya,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Tacubaya,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Observatorio,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Observatorio,Prepago,0,2024-06,2024
2024-06-01,Junio,2024,Linea 1,Observatorio,Gratuidad,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuatro Caminos,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuatro Caminos,Prepago,85574,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuatro Caminos,Gratuidad,9133,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Panteones,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Panteones,Prepago,7957,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Panteones,Gratuidad,1308,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tacuba,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tacuba,Prepago,23044,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tacuba,Gratuidad,4221,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuitláhuac,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuitláhuac,Prepago,10861,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Cuitláhuac,Gratuidad,958,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Popotla,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Popotla,Prepago,4897,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Popotla,Gratuidad,854,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Colegio Militar,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Colegio Militar,Prepago,6603,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Colegio Militar,Gratuidad,1087,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Normal,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Normal,Prepago,18156,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Normal,Gratuidad,2679,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Cosme,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Cosme,Prepago,13636,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Cosme,Gratuidad,2575,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Revolución,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Revolución,Prepago,20730,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Revolución,Gratuidad,3101,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Hidalgo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Hidalgo,Prepago,28046,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Hidalgo,Gratuidad,4430,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Bellas Artes,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Bellas Artes,Prepago,30408,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Bellas Artes,Gratuidad,3498,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Allende,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Allende,Prepago,24132,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Allende,Gratuidad,4327,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Zócalo/Tenochtitlan,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Zócalo/Tenochtitlan,Prepago,49608,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Zócalo/Tenochtitlan,Gratuidad,2846,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Pino Suárez,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Pino Suárez,Prepago,30440,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Pino Suárez,Gratuidad,4222,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Antonio Abad,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Antonio Abad,Prepago,11947,2024-06,2024
2024-06-01,Junio,2024,Linea 2,San Antonio Abad,Gratuidad,1897,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Chabacano,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Chabacano,Prepago,16290,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Chabacano,Gratuidad,3153,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Viaducto,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Viaducto,Prepago,11242,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Viaducto,Gratuidad,2276,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Xola,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Xola,Prepago,13068,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Xola,Gratuidad,2392,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Villa de Cortés,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Villa de Cortés,Prepago,10405,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Villa de Cortés,Gratuidad,2300,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Nativitas,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Nativitas,Prepago,12710,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Nativitas,Gratuidad,2421,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Portales,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Portales,Prepago,13549,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Portales,Gratuidad,3115,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Ermita,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Ermita,Prepago,9938,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Ermita,Gratuidad,1891,2024-06,2024
2024-06-01,Junio,2024,Linea 2,General Anaya,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,General Anaya,Prepago,13998,2024-06,2024
2024-06-01,Junio,2024,Linea 2,General Anaya,Gratuidad,2328,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tasqueña,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tasqueña,Prepago,44013,2024-06,2024
2024-06-01,Junio,2024,Linea 2,Tasqueña,Gratuidad,682,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Indios Verdes,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Indios Verdes,Prepago,71781,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Indios Verdes,Gratuidad,5601,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Deportivo 18 de Marzo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Deportivo 18 de Marzo,Prepago,17718,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Deportivo 18 de Marzo,Gratuidad,2513,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Potrero,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Potrero,Prepago,9458,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Potrero,Gratuidad,1751,2024-06,2024
2024-06-01,Junio,2024,Linea 3,La Raza,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,La Raza,Prepago,19765,2024-06,2024
2024-06-01,Junio,2024,Linea 3,La Raza,Gratuidad,3186,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Tlatelolco,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Tlatelolco,Prepago,11889,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Tlatelolco,Gratuidad,1895,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Guerrero,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Guerrero,Prepago,5714,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Guerrero,Gratuidad,1934,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hidalgo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hidalgo,Prepago,8396,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hidalgo,Gratuidad,1704,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Juárez,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Juárez,Prepago,10852,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Juárez,Gratuidad,2075,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Balderas,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Balderas,Prepago,11689,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Balderas,Gratuidad,3584,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Niños Héroes,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Niños Héroes,Prepago,9510,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Niños Héroes,Gratuidad,1355,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hospital General,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hospital General,Prepago,8338,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Hospital General,Gratuidad,1335,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Centro Médico,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Centro Médico,Prepago,10769,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Centro Médico,Gratuidad,1617,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Etiopía/Plaza de la Transparencia,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Etiopía/Plaza de la Transparencia,Prepago,16453,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Etiopía/Plaza de la Transparencia,Gratuidad,2320,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Eugenia,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Eugenia,Prepago,8180,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Eugenia,Gratuidad,1062,2024-06,2024
2024-06-01,Junio,2024,Linea 3,División del Norte,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,División del Norte,Prepago,8048,2024-06,2024
2024-06-01,Junio,2024,Linea 3,División del Norte,Gratuidad,879,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Zapata,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Zapata,Prepago,11399,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Zapata,Gratuidad,1421,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Coyoacán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Coyoacán,Prepago,15528,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Coyoacán,Gratuidad,1412,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Viveros/Derechos Humanos,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Viveros/Derechos Humanos,Prepago,12981,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Viveros/Derechos Humanos,Gratuidad,18,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Miguel Ángel de Quevedo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Miguel Ángel de Quevedo,Prepago,21992,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Miguel Ángel de Quevedo,Gratuidad,2632,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Copilco,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Copilco,Prepago,20037,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Copilco,Gratuidad,1522,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Universidad,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Universidad,Prepago,35494,2024-06,2024
2024-06-01,Junio,2024,Linea 3,Universidad,Gratuidad,3643,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Santa Anita,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Santa Anita,Prepago,1633,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Santa Anita,Gratuidad,390,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Jamaica,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Jamaica,Prepago,4299,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Jamaica,Gratuidad,1038,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Fray Servando,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Fray Servando,Prepago,6267,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Fray Servando,Gratuidad,790,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Candelaria,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Candelaria,Prepago,7587,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Candelaria,Gratuidad,2059,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Morelos,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Morelos,Prepago,5345,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Morelos,Gratuidad,1140,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Canal del Norte,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Canal del Norte,Prepago,5494,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Canal del Norte,Gratuidad,1009,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Consulado,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Consulado,Prepago,2466,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Consulado,Gratuidad,429,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Bondojito,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Bondojito,Prepago,3905,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Bondojito,Gratuidad,608,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Talismán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Talismán,Prepago,2235,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Talismán,Gratuidad,372,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Martín Carrera,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Martín Carrera,Prepago,16484,2024-06,2024
2024-06-01,Junio,2024,Linea 4,Martín Carrera,Gratuidad,1183,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Politécnico,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Politécnico,Prepago,15262,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Politécnico,Gratuidad,2026,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Instituto del Petróleo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Instituto del Petróleo,Prepago,2708,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Instituto del Petróleo,Gratuidad,574,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Autobuses del Norte,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Autobuses del Norte,Prepago,14941,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Autobuses del Norte,Gratuidad,2535,2024-06,2024
2024-06-01,Junio,2024,Linea 5,La Raza,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,La Raza,Prepago,5983,2024-06,2024
2024-06-01,Junio,2024,Linea 5,La Raza,Gratuidad,1144,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Misterios,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Misterios,Prepago,4895,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Misterios,Gratuidad,687,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Valle Gómez,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Valle Gómez,Prepago,2930,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Valle Gómez,Gratuidad,464,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Consulado,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Consulado,Prepago,3245,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Consulado,Gratuidad,972,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Eduardo Molina,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Eduardo Molina,Prepago,4587,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Eduardo Molina,Gratuidad,804,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Aragón,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Aragón,Prepago,4436,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Aragón,Gratuidad,979,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Oceanía,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Oceanía,Prepago,5019,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Oceanía,Gratuidad,1038,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Terminal Aérea,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Terminal Aérea,Prepago,10842,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Terminal Aérea,Gratuidad,1311,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Hangares,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Hangares,Prepago,3269,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Hangares,Gratuidad,427,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Pantitlán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Pantitlán,Prepago,37953,2024-06,2024
2024-06-01,Junio,2024,Linea 5,Pantitlán,Gratuidad,4894,2024-06,2024
2024-06-01,Junio,2024,Linea 6,El Rosario,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,El Rosario,Prepago,9454,2024-06,2024
2024-06-01,Junio,2024,Linea 6,El Rosario,Gratuidad,1309,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Tezozómoc,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Tezozómoc,Prepago,3715,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Tezozómoc,Gratuidad,484,2024-06,2024
2024-06-01,Junio,2024,Linea 6,UAM-Azcapotzalco,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,UAM-Azcapotzalco,Prepago,4905,2024-06,2024
2024-06-01,Junio,2024,Linea 6,UAM-Azcapotzalco,Gratuidad,754,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Ferrería/Arena Ciudad de México,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Ferrería/Arena Ciudad de México,Prepago,9549,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Ferrería/Arena Ciudad de México,Gratuidad,993,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Norte 45,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Norte 45,Prepago,3710,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Norte 45,Gratuidad,300,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Vallejo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Vallejo,Prepago,5270,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Vallejo,Gratuidad,139,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Instituto del Petróleo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Instituto del Petróleo,Prepago,1375,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Instituto del Petróleo,Gratuidad,54,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Lindavista,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Lindavista,Prepago,7507,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Lindavista,Gratuidad,610,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Deportivo 18 de Marzo,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Deportivo 18 de Marzo,Prepago,916,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Deportivo 18 de Marzo,Gratuidad,205,2024-06,2024
2024-06-01,Junio,2024,Linea 6,La Villa/Basílica,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,La Villa/Basílica,Prepago,9076,2024-06,2024
2024-06-01,Junio,2024,Linea 6,La Villa/Basílica,Gratuidad,1393,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Martín Carrera,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Martín Carrera,Prepago,13327,2024-06,2024
2024-06-01,Junio,2024,Linea 6,Martín Carrera,Gratuidad,1771,2024-06,2024
2024-06-01,Junio,2024,Linea 7,El Rosario,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,El Rosario,Prepago,17713,2024-06,2024
2024-06-01,Junio,2024,Linea 7,El Rosario,Gratuidad,2326,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Aquiles Serdán,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Aquiles Serdán,Prepago,7404,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Aquiles Serdán,Gratuidad,1086,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Camarones,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Camarones,Prepago,8225,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Camarones,Gratuidad,1275,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Refinería,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Refinería,Prepago,6757,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Refinería,Gratuidad,756,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Tacuba,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Tacuba,Prepago,5344,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Tacuba,Gratuidad,1023,2024-06,2024
2024-06-01,Junio,2024,Linea 7,San Joaquín,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,San Joaquín,Prepago,13299,2024-06,2024
2024-06-01,Junio,2024,Linea 7,San Joaquín,Gratuidad,1488,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Polanco,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Polanco,Prepago,19204,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Polanco,Gratuidad,1739,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Auditorio,Boleto,0,2024-06,2024
2024-06-01,Junio,2024,Linea 7,Auditorio,Prepago,19990,2024-06,2024
